name,tomatometer,audience_score,weighted_score,genres,rating,duration,year,actors,directors,domestic_revenue,international_revenue,worldwide_revenue,budget
Hollywood Stargirl,100,74,91,"['Kids & Family', 'Romance', 'Drama', 'Comedy']",PG,1h 43m,2022,"['Grace VanderWaal', 'Judy Greer', 'Elijah Richardson', 'Tyrel Jackson Williams', 'Judd Hirsch']",['Julia Hart'],132555,0,132555,0
The Class,29,86,48,"['Comedy', 'Drama']",,1h 54m,2022,"['Anthony Michael Hall', 'Deborah Gibson', 'Charlie Gillespie', 'Lyric Ross', 'Hannah Kepple']",['Nicholas Celozzi'],429028,0,429028,5000000
The Requin,19,6,14,"['Mystery & Thriller', 'Adventure']",R,1h 29m,2022,"['Alicia Silverstone', 'James Tupper', ""Deirdre O'Connell"", 'Danny Chung', 'Jennifer Mudge']",['Le Van Kiet'],126943684,234888716,361832400,135000000
Men,69,40,59,"['Horror', 'Drama', 'Sci-Fi']",R,1h 40m,2022,"['Jessie Buckley', 'Rory Kinnear', 'Paapa Essiedu', 'Gayle Rankin', 'Alex Garland']",['Alex Garland'],100489151,0,100489151,0
Me Time,7,32,15,['Comedy'],R,1h 44m,2022,"['Kevin Hart', 'Mark Wahlberg', 'Regina Hall', 'Jimmy O. Yang', 'Luis Gerardo Méndez']",['John Hamburg'],172135383,395400000,567535383,291000000
Belle Vie,100,100,99,['Documentary'],,1h 17m,2022,"['Vincent Samarco', 'Ornella Samarco', 'Cedric Nicolas', 'Marcus Mizelle', 'Marcus Mizelle']",['Marcus Mizelle'],132555,0,132555,0
Girl at the Window,33,0,22,"['Mystery & Thriller', 'Horror']",,2h 0m,2022,"['Radha Mitchell', 'Ella Newton', 'Sharon Johal', 'James Mackay', 'Karis Oka']",['Mark Hartley'],12227722,15744301,27972023,0
Emergency,92,72,85,"['Comedy', 'Drama']",R,1h 45m,2022,"['RJ Cyler', 'Donald Elise Watkins', 'Sebastian Chacon', 'Sabrina Carpenter', 'Maddie Nichols']",['Carey Williams'],50410,0,50410,0
The Lost King,77,92,82,"['Comedy', 'Drama']",PG-13,1h 49m,2022,"['Sally Hawkins', 'Steve Coogan', 'Harry Lloyd', 'Mark Addy', 'James Fleet']",['Stephen Frears'],157066392,281900000,438966392,0
Nope,83,69,78,"['Sci-Fi', 'Horror', 'Mystery & Thriller']",R,2h 15m,2022,"['Daniel Kaluuya', 'Keke Palmer', 'Steven Yeun', 'Michael Wincott', 'Brandon Perea']",['Jordan Peele'],4055660,3295401,7351061,0
Bitch Ass,65,71,67,"['Horror', 'Mystery & Thriller']",,1h 23m,2022,"['Teon Kelly', 'Tunde Laleye', ""Me'lisa Sellers"", 'Tony Todd', 'Kelsey Caesar']",['Bill Posley'],32062904,28667664,60730568,0
White Hot: The Rise & Fall of Abercrombie & Fitch,64,28,52,['Documentary'],,Documentary,2022,"['Alison Klayman', 'Alison Klayman', 'Emmet McDermott', 'Hayley Pappas', 'Matt Ippolito']",['Alison Klayman'],470308,0,470308,0
Tiger 24,100,96,98,['Documentary'],,1h 30m,2022,"['Warren Pereira', 'Warren Pereira', 'Warren Pereira', 'Howard Barish', 'Zach Mann']",['Warren Pereira'],132555,0,132555,0
The Human Trial,100,99,99,['Documentary'],,1h 31m,2022,"['Lisa Hepner', 'Guy Mossman', 'Lisa Hepner', 'Lisa Hepner', 'Jonathan Formica']","['Lisa Hepner', 'Guy Mossman']",132555,0,132555,0
Unwelcome,65,43,57,"['Horror', 'Mystery & Thriller']",R,1h 44m,2022,"['Hannah John-Kamen', 'Douglas Booth', 'Colm Meaney', ""Jamie-Lee O'Donnell"", 'Kristian Nairn']",['Jon Wright'],32062904,28667664,60730568,0
Brazen,13,12,12,['Mystery & Thriller'],,1h 34m,2022,"['Alyssa Milano', 'Sam Page', 'Emilie Ullerup', 'Colleen Wheeler', 'Malachi Weir']",['Monika Mitchell'],52853219,16558151,69411370,50000000
Deconstructing Karen,40,57,45,['Documentary'],,1h 15m,2022,"['Saira Rao', 'Regina Jackson', 'Patty Ivins Specht', 'Elisa Bonora', 'Patty Ivins Specht']",['Patty Ivins Specht'],67544505,20670651,88215156,35000000
Living,96,91,94,['Drama'],PG-13,1h 42m,2022,"['Bill Nighy', 'Aimee Lou Wood', 'Alex Sharp', 'Tom Burke', 'Adrian Rawlins']",['Oliver Hermanus'],616333,0,616333,0
The Mystery of Marilyn Monroe: The Unheard Tapes,36,27,33,"['Biography', 'Documentary']",,1h 40m,2022,"['Emma Cooper', 'Emma Cooper', 'Chris Smith', 'Geoffrey Sentamu', 'Gregor Lyon']",['Emma Cooper 2'],0,0,0,0
Escape The Field,18,70,35,"['Horror', 'Mystery & Thriller']",R,1h 28m,2022,"['Jordan Claire Robbins', 'Theo Rossi', 'Tahirah Sharif', 'Julian Feder', 'Elena Juatco']",['Emerson Moore'],0,0,0,0
Nocebo,71,73,71,['Mystery & Thriller'],,1h 37m,2022,"['Eva Green', 'Mark Strong', 'Chai Fonacier', 'Billie Gadsdon', 'Cathy Belton']",['Lorcan Finnegan 2'],1270847,1791331,3062178,0
Christmas with The Campbells,37,57,43,"['Holiday', 'Romance', 'Comedy']",,1h 28m,2022,"['Brittany Snow', 'Justin Long', 'Alex Moffat', 'Julia Duffy', 'George Wendt']",['Clare Niederpruem'],446125,0,446125,0
Luck,48,67,54,"['Kids & Family', 'Comedy', 'Fantasy', 'Animation']",G,1h 45m,2022,"['Eva Noblezada', 'Simon Pegg', 'Jane Fonda', 'Whoopi Goldberg', ""Colin O'Donoghue""]",['Peggy Holmes'],78868508,0,78868508,0
Wifelike,13,58,28,"['Sci-Fi', 'Mystery & Thriller']",R,1h 46m,2022,"['Jonathan Rhys-Meyers', 'Elena Kampouris', 'Doron Bell', 'Agam Darshi', 'Sara Sampaio']",['James Bird'],52853219,16558151,69411370,50000000
Children of Sin,43,50,45,['Horror'],,1h 35m,2022,"['Meredith Mohler', 'Cami Roebuck', 'Jo-Ann Robinson', 'Lewis Hines', 'Ana-Claire Henley']",['Christopher Wesley Moore'],8840453,23602658,32443111,6000000
"""Sr.""",97,89,94,['Documentary'],R,1h 30m,2022,"['Robert Downey Jr.', 'Alan Arkin', 'Norman Lear', 'Sean Hayes', 'Paul Thomas Anderson']",['Chris Smith 3'],519305,0,519305,0
The Tiger Rising,18,73,36,"['Drama', 'Adventure']",PG,1h 42m,2022,"['Queen Latifah', 'Dennis Quaid', 'Christian Convery', 'Madalen Mills', 'Sam Trammell']",['Ray Giarratana'],0,0,0,0
There There,46,100,63,"['Drama', 'Comedy', 'Romance']",,1h 34m,2022,"['Angela Bedekovic', 'Molly Gordon', 'Jasmine Skloss Harrison', 'Jason Schwartzman', 'Lili Taylor']",['Andrew Bujalski'],285585,600433,886018,0
Ariel Phenomenon,100,93,97,['Documentary'],,1h 41m,2022,"['Randall Nickerson', 'Randall Nickerson', 'Randall Nickerson', 'Chris Seward', 'Rikk Desgres']",['Randall Nickerson 2'],132555,0,132555,0
American Carnage,58,78,64,"['Mystery & Thriller', 'Comedy']",R,1h 41m,2022,"['Jorge Lendeborg', 'Jenna Ortega', 'Allen Maldonado', 'Bella Ortiz', 'Jorge Diaz']",['Diego Hallivis'],117540947,122490327,240031274,70000000
Causeway,85,73,81,['Drama'],R,1h 32m,2022,"['Jennifer Lawrence', 'Brian Tyree Henry', 'Linda Emond', 'Jayne Houdyshell', 'Stephen Henderson']",['Lila Neugebauer'],9369329,0,9369329,0
Alice,30,57,39,"['Drama', 'Mystery & Thriller']",R,1h 40m,2022,"['Keke Palmer', 'Common', 'Jonny Lee Miller', 'Gaius Charles', 'Alicia Witt']",['Krystin Ver Linden 2'],57231747,39223950,96455697,37000000
Catherine Called Birdy,88,65,80,"['Adventure', 'Comedy', 'Drama']",PG-13,1h 48m,2022,"['Bella Ramsey', 'Lesley Sharp', 'Andrew Scott', 'Billie Piper', 'Joe Alwyn']",['Lena Dunham'],13110903,0,13110903,0
Candy Land,77,59,71,"['Horror', 'Mystery & Thriller']",,1h 33m,2022,"['Olivia Luccardi', 'William Baldwin', 'Sam Quartin', 'Owen Campbell', 'Virginia Rand']",['John Swab'],157066392,281900000,438966392,0
Sneakerella,92,49,77,"['Kids & Family', 'Comedy']",,1h 52m,2022,"['Chosen Jacobs', 'Lexi Underwood', 'Kolton Stewart', 'John Salley', 'Lovina Yavari']",['Elizabeth Allen Rosenbaum'],50410,0,50410,0
Tyson's Run,67,86,73,['Drama'],PG,1h 43m,2022,"['Major Dodson', 'Amy Smart', 'Barkhad Abdi', 'Rory Cochrane', 'Reno Wilson']",['Kim Bass'],5743,0,5743,0
Slumberland,40,86,55,"['Kids & Family', 'Fantasy']",PG,1h 57m,2022,"['Jason Momoa', 'Marlow Barkley', ""Chris O'Dowd"", 'Kyle Chandler', 'Weruche Opia']",['Francis Lawrence'],67544505,20670651,88215156,35000000
Something In The Dirt,90,46,75,"['Sci-Fi', 'Comedy', 'Horror']",R,1h 56m,2022,"['Justin Benson', 'Aaron Moorhead', 'Sarah Adina Smith', 'Wanjiru M. Njendu', 'Vinny Curran']","['Justin Benson', 'Aaron Moorhead']",7362439,1940583,9303022,0
Chernobyl: The Lost Tapes,100,83,94,['Documentary'],,1h 35m,2022,"['James Jones', 'Darren Kemp', 'Serhiy Solodko', 'Sasha Odynova', 'James Jones']",['James Jones 5'],132555,0,132555,0
Fading Petals,80,100,86,['Drama'],,1h 33m,2022,"['Charlotte Reidie', 'Melanie Revill', 'Tom Metcalf', 'Georgina Voaden', 'Bradley Charlton']",['Bradley Charlton'],24008137,48170758,72178895,110000000
Look Both Ways,62,71,65,"['Comedy', 'Drama', 'Romance']",,1h 50m,2022,"['Lili Reinhart', 'Danny Ramirez', 'David Corenswet', 'Aisha Dee', 'Andrea Savage']",['Wanuri Kahiu'],115000000,889,115000889,0
The Princess,85,71,80,"['Documentary', 'Biography']",TVPG,1h 40m,2022,"['Ed Perkins', 'Jonathan Chinn', 'Simon Chinn', 'Nancy Abraham', 'Will Clarke']",['Ed Perkins'],9369329,0,9369329,0
"Swap Me, Baby",71,62,68,['Comedy'],,1h 22m,2022,"['Ava Bogle', 'Falk Hentschel', 'Kimberly Leemans', 'Charlie Thiel', 'Caden Butera']",['Caden Butera'],1270847,1791331,3062178,0
Honor Society,86,78,83,['Comedy'],TVMA,1h 37m,2022,"['Angourie Rice', 'Gaten Matarazzo', 'Christopher Mintz-Plasse', 'Armani Jackson', 'Amy Keum']",['Oran Zegman'],130319208,100366245,230685453,80000000
Elesin Oba: The King's Horseman,80,81,80,"['Drama', 'Adventure', 'History']",,1h 36m,2022,"['Odunlade Adekola', 'Shaffy Bello', 'Deyemi Okanlawon', 'Mark Elderkin', 'Jenny Stead']",['Biyi Bandele'],0,0,0,0
The Swimmers,83,86,84,"['Drama', 'Biography', 'Sports']",PG-13,2h 14m,2022,"['Nathalie Issa', 'Manal Issa', 'Matthias Schweighöfer', 'Ahmed Malek', 'James Krishna Floyd']",['Sally El Hosaini'],4055660,3295401,7351061,0
Dangerous Game: The Legacy Murders,0,33,11,"['Mystery & Thriller', 'Drama']",R,1h 36m,2022,"['Jonathan Rhys-Meyers', 'Will Sasso', 'Jon Voight', 'Laura Mennell', 'Megan Charpentier']",['Sean Mcnamara'],0,0,0,0
Choose or Die,33,48,38,"['Horror', 'Mystery & Thriller']",,1h 25m,2022,"['Iola Evans', 'Asa Butterfield', 'Eddie Marsan', 'Robert Englund', 'Angela Griffin']",['Toby Meakins'],12227722,15744301,27972023,0
High Heat,58,35,50,"['Action', 'Mystery & Thriller', 'Crime', 'Comedy']",R,1h 24m,2022,"['Olga Kurylenko', 'Don Johnson', 'Diamond Dallas Page', 'Dylan Flashner', 'Ivan Martin']",['Zach Golden'],117540947,122490327,240031274,70000000
Bluff,83,77,81,"['Crime', 'Drama', 'Mystery & Thriller']",,1h 55m,2022,"['Gurj Gill', 'Jason Adam', 'Nisaro Karim', 'James Jaysen Bryhan', 'Joe Egan']",['Sheikh Shahnawaz'],4055660,3295401,7351061,0
Night's End,45,19,36,['Horror'],,1h 21m,2022,"['Geno Walker', 'Kate Arrington', 'Michael Shannon', 'Daniel Kyri', 'Theo Germaine']",['Jennifer Reeder'],171339,0,171339,0
A Christmas Story Christmas,79,76,78,"['Kids & Family', 'Holiday', 'Comedy', 'Drama']",PG,1h 41m,2022,"['Peter Billingsley', 'Julie Hagerty', 'Erinn Hayes', 'Ian Petrella', 'Zack Ward']",['Clay Kaytis'],5696391,0,5696391,0
Guillermo del Toro's Pinocchio,96,90,94,"['Musical', 'Fantasy', 'Animation']",PG,1h 57m,2022,"['Gregory Mann', 'Ewan McGregor', 'David Bradley', 'Tilda Swinton', 'Cate Blanchett']","['Guillermo Del Toro', 'Mark Gustafson']",616333,0,616333,0
Persuasion,31,73,45,"['Romance', 'Drama']",PG,1h 49m,2022,"['Dakota Johnson', 'Cosmo Jarvis', 'Nikki Amuka-Bird', 'Mia McKenna-Bruce', 'Richard E. Grant']",['Carrie Cracknell'],100345,1843942,1944287,0
Jerry & Marge Go Large,67,78,70,"['Comedy', 'Drama']",PG-13,1h 30m,2022,"['Bryan Cranston', 'Annette Bening', 'Larry Wilmore', 'Rainn Wilson', 'Uly Schlesinger']",['David Frankel'],5743,0,5743,0
From the Hood to the Holler,88,94,90,['Documentary'],,1h 42m,2022,"['Charles Booker', 'Pat McGee', 'Terry Hahin', 'Adam Linkenhelt', 'Gregory Taylor']",['Pat Mcgee 2'],13110903,0,13110903,0
Bromates,0,39,13,['Comedy'],R,1h 34m,2022,"['Lil Rel Howery', 'Josh Brener', 'Taryn Manning', 'Rob Riggle', 'Snoop Dogg']",['Court Crandall'],0,0,0,0
Emancipation,45,59,49,"['History', 'Drama', 'Mystery & Thriller']",R,2h 12m,2022,"['Will Smith', 'Ben Foster', 'Charmaine Bingwa', 'Gilbert Owuor', 'Mustafa Shakir']",['Antoine Fuqua'],171339,0,171339,0
Lotawana,100,69,89,"['Adventure', 'Romance', 'Drama']",,1h 37m,2022,"['Todd Blubaugh', 'Nicola Collie', 'Trevor Hawkins', 'Trevor Hawkins', 'Cori Jo Hawkins']",['Trevor Hawkins 2'],132555,0,132555,0
Don't Worry Darling,38,74,50,['Mystery & Thriller'],R,2h 3m,2022,"['Florence Pugh', 'Harry Styles', 'Olivia Wilde', 'Gemma Chan', 'KiKi Layne']",['Olivia Wilde'],676407,0,676407,0
The School for Good and Evil,37,66,46,"['Drama', 'Action', 'Fantasy']",PG-13,2h 29m,2022,"['Sophia Anne Caruso', 'Sofia Wylie', 'Charlize Theron', 'Michelle Yeoh', 'Laurence Fishburne']",['Paul Feig'],446125,0,446125,0
Meet Cute,59,61,59,"['Comedy', 'Romance', 'Sci-Fi']",,1h 29m,2022,"['Kaley Cuoco', 'Pete Davidson', 'Kevin Corrigan', 'Deborah S. Craig', 'Rock Kohli']",['Alexandre Lehmann'],1208479,0,1208479,0
Lightyear,74,84,77,"['Kids & Family', 'Comedy', 'Adventure', 'Sci-Fi', 'Animation', 'Action']",PG,1h 40m,2022,"['Chris Evans', 'Taika Waititi', 'Keke Palmer', 'James Brolin', 'Efren Ramirez']",['Angus Maclane'],95697,0,95697,0
The Bubble,21,31,24,['Comedy'],R,2h 6m,2022,"['Karen Gillan', 'Iris Apatow', 'Fred Armisen', 'Maria Bakalova', 'David Duchovny']",['Judd Apatow'],81159365,78649005,159808370,35000000
Ash and Bone,88,95,90,['Horror'],,1h 38m,2022,"['Jamie Bernadette', 'Angelina Danielle Cama', 'Mel Novak', 'Harley Wallen', 'Kaiti Wallen']",['Harley Wallen'],13110903,0,13110903,0
Sick,87,74,82,"['Horror', 'Mystery & Thriller']",R,1h 23m,2022,"['Gideon Adlon', 'Dylan Sprayberry', 'Bethlehem Million', 'Jane Adams', 'John Hyams']",['John Hyams'],24207,0,24207,0
Anything's Possible,86,59,77,"['Romance', 'Comedy', 'Drama']",PG-13,1h 36m,2022,"['Eva Reign', 'Abubakr Ali', 'Renée Elise Goldsberry', 'Simone Joy Jones', 'Kelly Lamor Wilson']",['Billy Porter'],130319208,100366245,230685453,80000000
The Apology,50,40,46,"['Holiday', 'Mystery & Thriller']",,1h 31m,2022,"['Anna Gunn', 'Linus Roache', 'Janeane Garofalo', 'Holland Bailey', 'Esmé McSherry']",['Alison Locke'],35014192,6083661,41097853,8000000
Hocus Pocus 2,65,48,59,"['Kids & Family', 'Holiday', 'Comedy', 'Fantasy']",PG,1h 43m,2022,"['Bette Midler', 'Sarah Jessica Parker', 'Kathy Najimy', 'Doug Jones', 'Whitney Peak']",['Anne Fletcher'],32062904,28667664,60730568,0
Beavis and Butt-Head Do the Universe,95,84,91,"['Comedy', 'Sci-Fi', 'Adventure', 'Animation']",,1h 26m,2022,"['Mike Judge', 'Gary Cole', 'Chris Diamantopoulos', 'Nat Faxon', 'Brian Huskey']",['Mike Judge'],7362439,1940583,9303022,0
M3GAN,93,78,88,"['Horror', 'Mystery & Thriller', 'Sci-Fi']",PG-13,1h 42m,2022,"['Allison Williams', 'Violet McGraw', 'Ronny Chieng', 'Brian Jordan Alvarez', 'Jen Van Epps']",['Gerard Johnstone'],31483450,45217209,76700659,15000000
Delia's Gone,31,83,48,"['Mystery & Thriller', 'Crime', 'Drama']",R,1h 30m,2022,"['Stephan James', 'Marisa Tomei', 'Paul Walter Hauser', 'Travis Fimmel', 'Genelle Williams']",['Robert Budreau'],100345,1843942,1944287,0
Day Shift,56,77,62,"['Action', 'Horror', 'Comedy']",R,1h 53m,2022,"['Jamie Foxx', 'Dave Franco', 'Snoop Dogg', 'Karla Souza', 'Meagan Good']",['Jj Perry'],100345,1843942,1944287,0
Unplugging,14,29,19,"['Comedy', 'Romance']",R,1h 34m,2022,"['Eva Longoria', 'Matt Walsh', 'Nicole Byer', 'Lea Thompson', 'Keith David']",['Debra Neil Fisher'],325100054,424100000,749200054,175000000
The Inhabitant,75,82,77,"['Horror', 'Mystery & Thriller']",R,1h 37m,2022,"[""Odessa A'zion"", 'Leslie Bibb', 'Dermot Mulroney', 'Lizze Broadway', 'Ryan Francis']",['Jerren Lauder'],1236408,0,1236408,0
The Leech,78,71,75,['Horror'],,1h 22m,2022,"['Jeremy Gardner', 'Graham Skipper', 'Rigo Garay', 'Eric Pennycoff', 'Eric Pennycoff']",['Eric Pennycoff'],37664,9174,46838,0
Supercell,50,80,59,"['Adventure', 'Mystery & Thriller']",PG-13,1h 40m,2022,"['Alec Baldwin', 'Anne Heche', 'Skeet Ulrich', 'Daniel Diemer', 'Jordan Kristine Seamón']",['Herbert James Winterstern'],35014192,6083661,41097853,8000000
Jethica,92,67,83,"['Comedy', 'Drama', 'Mystery & Thriller']",,1h 10m,2022,"['Callie Hernandez', 'Ashley Denise Robinson', 'Andy Faulkner', 'Will Madden', 'Stephanie Hunt']",['Pete Ohs'],50410,0,50410,0
The Menu,88,76,84,"['Horror', 'Mystery & Thriller', 'Comedy']",R,1h 47m,2022,"['Ralph Fiennes', 'Anya Taylor-Joy', 'Nicholas Hoult', 'Hong Chau', 'Janet McTeer']",['Mark Mylod'],13110903,0,13110903,0
Lucy and Desi,94,84,90,"['Documentary', 'Biography']",PG,1h 42m,2022,"['Lucie Arnaz', 'Lucille Ball', 'Desi Arnaz', 'Bette Midler', 'Carol Burnett']",['Amy Poehler'],673151,101629,774780,0
Taurus,62,90,71,"['Drama', 'Music']",,1h 38m,2022,"['Machine Gun Kelly', 'Maddie Hasson', 'Demetrius ""Lil Meech"" Flenory', 'Ruby Rose', 'Scoot McNairy']",['Tim Sutton'],115000000,889,115000889,0
Broadway Rising,80,92,84,"['Drama', 'Documentary']",,1h 33m,2022,"['Ginna Claire Mason', 'T. Oliver Reid', 'Jewelle Blackman', 'Ruben Santiago-Hudson', 'Ginna Claire Mason']",['Amy Rice'],24008137,48170758,72178895,110000000
Of an Age,86,88,86,"['Romance', 'Drama', 'LGBTQ+']",R,1h 39m,2022,"['Elias Anton', 'Thom Green', 'Hattie Hook', 'Jack Kenny', 'Toby Derrick']",['Goran Stolevski'],130319208,100366245,230685453,80000000
Entergalactic,97,94,95,"['Music', 'Romance', 'Comedy', 'Animation']",,1h 32m,2022,"['Scott ""Kid Cudi"" Mescudi', 'Jessica Williams', 'Timothée Chalamet', 'Ty Dolla $ign', 'Laura Harrier']",['Fletcher Moules'],519305,0,519305,0
Bandit,71,78,73,"['Crime', 'Drama', 'Mystery & Thriller']",R,2h 6m,2022,"['Josh Duhamel', 'Mel Gibson', 'Elisha Cuthbert', ""Olivia d'Abo"", 'Nestor Carbonell']",['Allan Ungar'],1270847,1791331,3062178,0
Gone in the Night,45,22,37,"['Drama', 'Mystery & Thriller']",,1h 30m,2022,"['Winona Ryder', 'Dermot Mulroney', 'John Gallagher Jr.', 'Owen Teague', 'Brianne Tju']",['Eli Horowitz'],171339,0,171339,0
Panama,7,69,27,"['Action', 'Mystery & Thriller']",R,1h 34m,2022,"['Cole Hauser', 'Mel Gibson', 'Kate Katzman', 'Charlie Weber', 'Jackie Cruz']",['Mark Neveldine'],172135383,395400000,567535383,291000000
Black Adam,38,88,54,"['Action', 'Adventure', 'Fantasy']",PG-13,2h 5m,2022,"['Dwayne Johnson', 'Aldis Hodge', 'Noah Centineo', 'Sarah Shahi', 'Marwan Kenzari']",['Jaume Collet Sera'],676407,0,676407,0
Mr. Malcolm's List,82,82,82,"['Romance', 'Comedy']",PG,1h 57m,2022,"['Freida Pinto', 'Sope Dirisu', 'Oliver Jackson-Cohen', 'Ashley Park', 'Zawe Ashton']",['Emma Holly Jones'],829,0,829,0
Turbo Cola,86,83,85,"['Holiday', 'Comedy']",,1h 35m,2022,"['Nicholas Stoesser', 'Jared Spears', 'Jordyn Denning', 'Landon Tavernier', 'Brooke Maroon']",['Luke Covert'],130319208,100366245,230685453,80000000
The Janes,100,69,89,"['Documentary', 'History']",,1h 41m,2022,"['Tia Lessin', 'Emma Pildes', 'Emma Pildes', 'Jessica Levin', 'Daniel Arcana']","['Tia Lessin', 'Emma Pildes']",132555,0,132555,0
The Redeem Team,93,94,93,"['Documentary', 'Sports']",,Documentary/Sports,2022,"['Dwyane Wade', 'LeBron James', 'Mike Krzyzewski', 'Jon Weinbach', 'Greg Groggel']",['Jon Weinbach'],31483450,45217209,76700659,15000000
The Lost City,79,83,80,"['Romance', 'Comedy', 'Adventure', 'Action']",PG-13,1h 52m,2022,"['Sandra Bullock', 'Channing Tatum', 'Daniel Radcliffe', ""Da'Vine Joy Randolph"", 'Oscar Nunez']","['1190474 Adam Nee', 'Aaron Nee']",5696391,0,5696391,0
Sinphony: A Clubhouse Horror Anthology,83,67,77,['Horror'],,1h 27m,2022,"['Haley Bishop', 'Stella Stocker', 'Alysse Fozmark', 'Kristine Gerolaga', 'David Ian Lee']","['Steven Keller', 'Haley Bishop', 'Mark Pritchard', 'Kimberley Elizabeth', 'Jason Wilkinson']",4055660,3295401,7351061,0
Darby and the Dead,54,75,61,"['Comedy', 'Drama', 'Fantasy']",PG-13,1h 41m,2022,"['Riele Downs', ""Auli'i Cravalho"", 'Chosen Jacobs', 'Asher Angel', 'Wayne Knight']",['Silas Howard'],16757163,0,16757163,0
Civil: Ben Crump,88,57,77,['Documentary'],PG-13,1h 41m,2022,"['Benjamin Crump', 'Nadia Hallgren', 'Nadia Hallgren', 'Kenya Barris', 'Roger Ross Williams']",['Nadia Hallgren'],13110903,0,13110903,0
Faye,86,43,71,['Horror'],,1h 23m,2022,"['Sarah Zanotti', 'Kd Amond', 'Kd Amond', 'Sarah Zanotti', 'Kd Amond']",['Kd Amond'],130319208,100366245,230685453,80000000
Catwoman: Hunted,78,52,69,"['Fantasy', 'Animation']",,1h 19m,2022,"['Elizabeth Gillies', 'Kirby Howell-Baptiste', 'Lauren Cohan', 'Stephanie Beatriz', 'Keith David']",['Shinsuke Terasawa'],37664,9174,46838,0
Matriarch,85,39,69,['Horror'],,1h 25m,2022,"['Jemima Rooper', 'Kate Dickie', 'Sarah Paul', 'Franc Ashman', 'Keith David Bartlett']",['Ben Steiner'],9369329,0,9369329,0
Not Okay,71,60,67,"['Comedy', 'Drama']",R,1h 40m,2022,"['Zoey Deutch', ""Dylan O'Brien"", 'Embeth Davidtz', 'Sarah Yarkin', 'Karan Soni']",['Quinnshephard'],1270847,1791331,3062178,0
Revealer,64,61,63,['Horror'],,1h 26m,2022,"['Caito Aase', 'Shaina Schrooten', 'Bishop Stevens', 'Buzz Leer', 'Phil Bogdan']",['Luke Boyce'],470308,0,470308,0
Nanny,90,70,83,"['Horror', 'Mystery & Thriller']",R,1h 38m,2022,"['Anna Diop', 'Michelle Monaghan', 'Sinqua Walls', 'Morgan Spector', 'Rose Decker']",['Nikyatu Jusu'],7362439,1940583,9303022,0
Love in the Villa,32,52,38,"['Romance', 'Comedy']",,1h 55m,2022,"['Kat Graham', 'Tom Hopper', 'Raymond Ablack', 'Laura Hopper', 'Sean Amsing']",['Mark Steven Johnson'],145658,0,145658,0
Gratitude Revealed,80,90,83,['Documentary'],,1h 22m,2022,"['Michael Beckwith', 'Christine Carter', 'Deepak Chopra', 'Jack Kornfield', 'Norman Lear']",['Louis Schwartzberg'],0,0,0,0
Lamborghini: The Man Behind the Legend,6,59,23,"['Biography', 'Drama']",R,1h 37m,2022,"['Frank Grillo', 'Gabriel Byrne', 'Mira Sorvino', 'Fortunato Cerlino', 'Romano Reggiani']",['Robert Moresco'],108161389,60800000,168961389,0
Rogue Agent,73,68,71,"['Crime', 'Drama', 'Mystery & Thriller']",,1h 56m,2022,"['James Norton', 'Gemma Arterton', 'Marisa Abela', 'Shazad Latif', 'Sarah Goldberg']","['Adam Patterson', 'Declan Lawn']",9457734,0,9457734,0
Get Away If You Can,38,42,39,"['Mystery & Thriller', 'Drama']",,1h 30m,2022,"['Terrence Martin', 'Ed Harris', 'Riley Smith', 'Martina Gusmán', 'Dominique Braun']","['Dominique Braun', 'Terrence Martin']",676407,0,676407,0
